addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,mapx,mapy,mlevel,modifiedtime,sigungucode,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,firstimage,firstimage2,cpyrhtDivCd,tel,contentid_2,contenttypeid_2,title_2,createdtime_2,modifiedtime_2,homepage,areacode_2,sigungucode_2,lDongRegnCd_2,lDongSignguCd_2,lclsSystm1_2,lclsSystm2_2,lclsSystm3_2,cat1_2,cat2_2,cat3_2,addr1_2,addr2_2,zipcode_2,mapx_2,mapy_2,mlevel_2,overview,firstimage_2,firstimage2_2,cpyrhtDivCd_2,tel_2,telname,contentid_3,contenttypeid_3,usefee,infocenterculture,usetimeculture,restdateculture,parkingfee,parkingculture,chkcreditcardculture,chkbabycarriageculture,spendtime,accomcountculture,scale,chkpetculture,discountinfo,체험프로그램,예약안내,대관안내,한국어 안내서비스,소장품현황,사업내용,외국어 안내서비스,외국인 예약안내,입 장 료,주차요금,이용가능시설,화장실,관 람 료,한국어 안내서비스_2,외국인 체험가능 프로그램,시설이용료,예약안내_2,소장품현황_2
서울특별시 중구 퇴계로36길 10 (필동2가),,1,A02,A0206,A02060600,129749,14,2.00711E+13,126.9945142,37.56027748,6,2.02503E+13,24,한국의집,4626,11,140,VE,VE06,VE060100,http://tong.visitkorea.or.kr/cms/resource/70/3332270_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3332270_image3_1.jpg,Type3,,129749,14,한국의집,2.00711E+13,2.02503E+13,https://www.kh.or.kr/,1,24,11,140,VE,VE06,VE060100,A02,A0206,A02060600,서울특별시 중구 퇴계로36길 10 (필동2가),,4626,126.9945142,37.56027748,6,"한국의집은 1957년 국내·외 귀빈을 위한 영빈관으로서 한국의 전통문화와 아름다움을 소개하기 위하여 설립되었다. 이후 대대적인 개·보수와 생생한 역사의 현장을 거쳐 현재 한국의집은 고품격 복합문화공간으로서 한국의 아름다운 전통문화를 보존 및 보급하고 있다. 전통한식, 전통예술공연 등이 운영되고 있으며, 비즈니스 행사나 촬영 등을 위한 대관장소로도 이용할 수 있다. 궁중음식 파인 다이닝에서는 조선왕조 궁중 및 반가음식을 기반으로 한 한정식 코스로 다채로운 한식을 고급스럽고 모던한 상차림으로 선보인다. 고풍스러운 한옥에서 품격 있는 한식의 향연을 만나볼 수 있다. 전통다과 고호재는 ‘옛 것을 좋아하는 이들의 집’이란 지닌 한국의집 프리미엄 궁중다과 브랜드이다. 1인 소반에 정성스레 차려낸 전통차와 제철 재료로 빚은 떡, 한과 등의 다과상과 함께 일상의 달콤한 여유를 즐길 수 있다. 도심 속 한옥의 정취와 함께 전통다과의 깊은 맛을 경험할 수 있다. 1981년 창단한 국가유산진흥원 소속 예술단은 전 세계를 누비며 한국의 아름다움을 알려온 국내 최고 수준의 전통 무용단이다. 오랜 역사만큼이나 다채로운 공연 레퍼토리와 독보적인 기량으로 압도적인 예술무대를 선보인다. 고객의 요청사항에 맞게 공연 레퍼토리를 구성할 수 있다. 한국의집은 문화체육관광부와 한국관광공사가 선정한 ‘코리아 유니크 베뉴이다. 고유의 헤리티지를 보유한 한국의집은 한옥, 한식, 전통공연 등 다양한 문화유산 콘텐츠를 한곳에서 즐길 수 있는 공간으로 특별한 행사에 품격과 의미를 더한다. 비즈니스 모임 장소뿐만 아니라 영화, 드라마, 유튜브 등 다양한 목적을 위한 촬영장소로도 자주 이용되며, 패션잡지, BTS 빌보드 매거진 커버 촬영도 이루어진 바 있는 촬영명소라고 할 수 있다. ◎ 한류의 매력을 만나는 여행 정보 2018년, BTS가 메인 모델을 장식한 빌보드 매거진 커버 사진을 보면 배경의 고풍스러운 한옥 건물을 발견할 수 있다. 이곳은 한국문화재재단이 운영하는 전통문화 공간 ‘한국의집’이다. 한정식부터 전통문화체험, 전통예술 공연 등 다양한 한국의 역사와 문화를 경험할 수 있는 공간으로 가장 한국적인 것이 무엇인지 궁금하다면, ‘한국의집’을 찾아가 볼 것을 추천한다.",http://tong.visitkorea.or.kr/cms/resource/70/3332270_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3332270_image3_1.jpg,Type3,,,129749,14,,02-2266-9101~3,- 주간 08:00~22:00 - 야간 22:00~익일 08:00 ※ 위 시간은 대관 가능 시간임,매주 월요일 / 설·추석 연휴,무료,가능 (약 80대),가능,없음,,민속극장 156석,,,,,,,,,,,,,,,,,,,,,
인천광역시 중구 월미로 329,(북성동1가),2,A02,A0206,A02060100,2465140,14,2.01612E+13,126.6002527,37.47012262,6,2.02503E+13,10,한국이민사박물관,22304,28,110,VE,VE07,VE070100,http://tong.visitkorea.or.kr/cms/resource/92/3351592_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3351592_image3_1.jpg,Type3,,2465140,14,한국이민사박물관,2.01612E+13,2.02503E+13,https://www.incheon.go.kr/museum,2,10,28,110,VE,VE07,VE070100,A02,A0206,A02060100,인천광역시 중구 월미로 329,(북성동1가),22304,126.6002527,37.47012262,6,"인천광역시 월미공원 내에 자리한 한국이민사 박물관은 2003년 미주 이민 100주년을 기념해 개관했다. 인천광역시 시민과 해외동포들이 십시일반으로 뜻을 모아 건립한 대한민국 최초의 이민사 박물관이다. 대한민국 이민의 출발지였던 인천항의 역사와 이민의 역사, 당시 국내외 상황을 설명하는 상설전시가 제1~제4전시실에서 전시된다. 이민사 관련 특별 전시도 연중 진행하며 인천문화기행, 한인 이민사 등 다양한 교육 문화 프로그램도 운영한다.",http://tong.visitkorea.or.kr/cms/resource/92/3351592_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3351592_image3_1.jpg,Type3,,,2465140,14,무료,032-440-4710,09:00~18:00 (입장마감 17:30),매주 월요일 (공휴일이 월요일인 경우 제외) / 1월 1일 / 공휴일 다음날,,가능,없음,없음,40분 ~ 60분,80~90명(동시수용),"지하 1층~지상 3층 / 연면적 4,127㎡",,,,"단체관람예약<br />
20명 이상 방문할 경우 사전예약 필수<br />
관람 희망일 1주일 전 전화 예약(032-440-4710)",,"10:00~17:00 문화관광해설사 해설진행<br />
10:30, 13:30, 15:00 정기해설<br />
※ 희망시 안내데스크 문의",,,"상설전시실 자동음성 안내기 : 전시내용 설명 기기 무료대여(영어, 일어, 중국어)",,,,,,,,,,,
충청남도 공주시 반포면 임금봉길 49-25,,34,A02,A0206,A02060100,130560,14,2.00504E+13,127.2450551,36.36640299,6,2.02503E+13,1,한국자연사박물관,32626,44,150,VE,VE07,VE070100,http://tong.visitkorea.or.kr/cms/resource/32/3390232_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/32/3390232_image3_1.JPG,Type3,,130560,14,한국자연사박물관,2.00504E+13,2.02503E+13,http://krnamu.or.kr,34,1,44,150,VE,VE07,VE070100,A02,A0206,A02060100,충청남도 공주시 반포면 임금봉길 49-25,,32626,127.2450551,36.36640299,6,"한국자연사박물관은 자연경관이 아름답기로 유명한 계룡산 국립공원 자락에 있으며, 국내 최대 규모와 최다의 소장품을 자랑하는 교육과 체험의 명소이다. 직접투자, 발굴에 참여한 청운이라 불리는 천우호연사우르스청운엔시스 공룡의 실물 화석과 계룡산 특산식물 동물, 곤충, 자연사 관련 자료 등을 수집, 보존 및 전시 연구를 하고 있다. 전시관은 총 3층으로 지구상의 생명체에 기본이 되는 정보들부터 다양한 화석, 동물의 세계와 바다의 세계까지 다양한 전시로 구성되어 있다. 특별한 날에 운영하는 특별 전시도 진행하는데 정보는 홈페이지를 참고하면 된다. 한국자연사박물관에서 과학에 대해 자연스럽고 재미있게 배워보는 시간을 가져볼 수 있다.",http://tong.visitkorea.or.kr/cms/resource/32/3390232_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/32/3390232_image3_1.JPG,Type3,,,130560,14,"[개인]- 어른 9,000원- 초, 중, 고 6,000원- 24개월 이상 4,000원[단체 (20인 이상)]- 어른 8,000원- 초, 중, 고 5,000원- 24개월 이상 3,000원※ 자세한 사항은 홈페이지 참고",한국자연사박물관 042-824-4055,10:00~18:00,"매주 월요일, 화요일",,가능요금 (무료),가능,가능,,,41.002㎡ / 지상3층 ~ 지하1층,,,자연과학교육프로그램 / 과학캠프 등 ,,,,,,,,,,,,,,,,,
충청북도 청주시 흥덕구 강내면 청주역로 213-52,,33,A02,A0206,A02060100,130748,14,2.00603E+13,127.3818215,36.6389214,6,2.02504E+13,10,한국잠사박물관(청주),28170,43,113,VE,VE07,VE070100,http://tong.visitkorea.or.kr/cms/resource/31/3057331_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3057331_image3_1.jpg,Type3,,130748,14,한국잠사박물관(청주),2.00603E+13,2.02504E+13,한국잠사박물관 http://www.jamsamuseum.co.kr/,33,10,43,113,VE,VE07,VE070100,A02,A0206,A02060100,충청북도 청주시 흥덕구 강내면 청주역로 213-52,,28170,127.3818215,36.6389214,6,"한국잠사박물관은 우리나라 잠사 문화의 역사를 보여주고, 전통을 수집하고 보존해 후대에 물려주기 위해서 개관한 박물관이다. 잠사는 누에고치를 쳐서 실을 뽑는 일을 말한다. 박물관에서는 학생들에게는 자연과학을 이해하고 배울 수 있는 생생한 학습 현장을 제공하기 위해 누에고치를 쳐서 실을 뽑고 비단을 만드는 체험 프로그램을 운영 중이다. 또, 박물관과 디지털키즈카페, 양떼정원 체험, 사계절 썰매장, 수영장, 오디축제를 연계한 한국잠사플레이팜을 운영하며 방문객들에게 다양한 체험교육과 행사를 진행하고 있다.",http://tong.visitkorea.or.kr/cms/resource/31/3057331_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3057331_image3_1.jpg,Type3,,,130748,14,"입장권(대ㆍ소 공통) 13,000원",0507-1412-1273,10:00~17:00,매주 월요일,,가능,없음,없음,1시간,,"1,309.6㎡",,,사계절 썰매장 / 누에쉼터 등 ,,,,,,,,,,,,,,,,,
경기도 성남시 분당구 분당수서로 501 (정자동),,31,A02,A0206,A02060300,1907759,14,2.01403E+13,127.1064091,37.37854781,6,2.02505E+13,12,한국잡월드,13553,41,135,VE,VE07,VE070300,http://tong.visitkorea.or.kr/cms/resource/82/3053282_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3053282_image3_1.jpg,Type3,,1907759,14,한국잡월드,2.01403E+13,2.02505E+13,http://koreajobworld.or.kr,31,12,41,135,VE,VE07,VE070300,A02,A0206,A02060300,경기도 성남시 분당구 분당수서로 501 (정자동),,13553,127.1064091,37.37854781,6,"한국잡월드는 아동·청소년·청년들의 건전한 직업관 형성과 진로 직업 탐색을 지원하기 위해 2012년 5월 15일 개관한 종합직업전시체험관이다. 고용노동부 산하 공공기관으로 어린이체험관, 청소년체험관, 진로설계관, 숙련기술체험관, 메카이브(MAKIVE) 총 5개 체험관을 통해 다양한 직업·기술 체험 및 재능 탐색, 진로 강연 등의 서비스를 제공하고 있다. 어린이체험관은 만 5세부터 초등 4학년까지 이용 가능하며, 놀이를 통해 다양한 직업을 체험하는 직업 테마 놀이 공간이다. 청소년체험관은 초등 5학년부터 고등 3학년이 실제 근무환경과 유사하게 조성된 40여 개의 체험실에서 전문요원이 진행하는 롤플레잉 방식으로 실제 직무와 미래 직업의 모습을 체험할 수 있다. 진로설계관은 연령별 맞춤 진로 설계 프로그램이 상시 운영되고 있어 홈페이지를 통해 확인 및 예약이 가능하며, 놀이형 재능검사 [재능 스펙트럼]을 통해 나의 흥미 유형과 직업 적성을 알아볼 수 있다. 숙련기술체험관은 2020년 개관해 산업 현장에 꼭 필요한 3대 숙련기술을 체험해 보며 청소년들이 나만의 잠재력을 발견하고 미래 기술과 직업을 탐색해 볼 수 있는 신개념 진로체험 공간이다. 메카이브는 2023년 개관해 ‘누구나 자유롭게 무엇이든 만들어 볼 수 있는 미래형 만들기 체험관’으로 한국잡월드 개관 이래 처음으로 성인도 함께 이용 가능한 콘텐츠를 선보였다. 메카이브에 마련된 재료와 도구, 장비를 활용해 나만의 아이디어를 실현해 볼 수 있으며 전문 작가들이 운영하는 원데이 클래스에도 참여할 수 있다.",http://tong.visitkorea.or.kr/cms/resource/82/3053282_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3053282_image3_1.jpg,Type3,,,1907759,14,"- 어린이 18,000원- 보호자 9,000원※ 상세 내용은 홈페이지 참조 및 유선 문의",1644-1333,09:00~18:30,매주 일요일 / 1월 1일 / 설·추석 연휴※ 숙련기술체험관 매주 주말,,가능,없음,없음,,,"연면적 38,796m²",,,,"홈페이지를 통한 사전예약 후 이용 가능(사전예약하지 못한 방문객의 경우 현장 잔여석에 한해 당일 현장신청 가능)<br />
- 단체예약 : 15명 이상, 방문 12개월 전부터 사전예약이 가능하고 방문 30일전 결제<br />
- 개인예약 : 방문12개월 전부터 사전예약이 가능하고 즉시 결제","대관시설 : 나래울극장,한울강당,창의실<br />
대관절차 : 대관일정확인-대관신청-대관심의-대관승인 및 계약체결-스텝회의<br />
대관문의 : 1644-1333",,,,,,,,,,,,,,,
서울특별시 영등포구 여의대방로67길 11 (여의도동),,1,A02,A0206,A02060300,129798,14,2.00711E+13,126.9302573,37.51981714,6,2.02506E+13,20,한국잡지박물관,7333,11,560,VE,VE07,VE070300,http://tong.visitkorea.or.kr/cms/resource/47/3498847_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3498847_image3_1.jpg,Type1,,129798,14,한국잡지박물관,2.00711E+13,2.02506E+13,http://archive.magazine.or.kr/,1,20,11,560,VE,VE07,VE070300,A02,A0206,A02060300,서울특별시 영등포구 여의대방로67길 11 (여의도동),,7333,126.9302573,37.51981714,6,"한국잡지박물관은 국내에서 발행되고 있는 모든 잡지를 한곳에서 볼 수 있는 공간이다. 한국잡지협회가 한국잡지 100년을 기념해서 우리 민족의 발자취와 세대의 흐름을 잡지 속에서 찾고자 1992년 12월 1일 개관했다. 박물관은 3개의 전시실로 구성되어 있으며, 한국 잡지 100년사를 한눈에 볼 수 있는 곳으로 잡지 초창기 시대부터 전문화, 자유화 시기까지 9개의 시기로 나누어 역사적 가치가 높은 잡지를 전시하고 있다. 전시관에서는 현재 발행 중인 3,000여종의 잡지 열람이 가능하다.",http://tong.visitkorea.or.kr/cms/resource/47/3498847_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3498847_image3_1.jpg,Type1,,,129798,14,무료,02-360-0041,09:00~18:00,주말 / 공휴일,"30분 3,000원 (이후 10분당 1,000원)",가능,,없음,,,,,,,,,,,,,,,,,,,,,,,
대구광역시 중구 북성로 104-11 (향촌동),,4,A02,A0206,A02060300,3414709,14,2.02411E+13,128.593996,35.87389452,6,2.02506E+13,8,한국전선문화관,41918,27,110,VE,VE07,VE070300,http://tong.visitkorea.or.kr/cms/resource/66/3497166_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3497166_image3_1.jpg,Type3,,3414709,14,한국전선문화관,2.02411E+13,2.02506E+13,https://kwram.or.kr,4,8,27,110,VE,VE07,VE070300,A02,A0206,A02060300,대구광역시 중구 북성로 104-11 (향촌동),,41918,128.593996,35.87389452,6,"한국전선문화관은 한국전쟁 시기 대구를 중심으로 활동했던 예술인들의 유산이자, 대구만의 독특한 문화자원인 ‘전선문화(戰線文化)’를 재조명하기 위해 2024년 3월 문을 열었다. 근대건축물이자 역사문화자산인 ‘대지바’를 리모델링해 설립되었으며, 전쟁 시기 대구에서 활동했던 예술가들의 기록과 자취를 찾아 시민들과 공유하고 있다. 시인 구상, 조지훈, 박목월, 박두진을 비롯해 권태호, 김진균, 윤용하 같은 음악가들, 화가 이중섭 등 당대의 예술인들이 대구 향촌동 일대를 중심으로 펼친 문화예술 활동은 오늘날 대구가 지닌 예술 도시로서의 정체성을 형성하는 데 큰 영향을 끼쳤다. 한국전선문화관은 이러한 역사적 토대를 바탕으로 대구 문화예술의 현재와 미래 가치를 더욱 높이는 활동을 지속해 나가고 있다.",http://tong.visitkorea.or.kr/cms/resource/66/3497166_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3497166_image3_1.jpg,Type3,,,3414709,14,무료,053-421-1950 053-426-1231,[동절기(11월~3월)] 09:00~18:00 [하절기(4월~10월)] 09:00~19:00,매주 월요일 / 1월 1일 / 설·추석 당일,,불가능,,,,,,,,"전시 해설(상시) / 강연·공연 등 문화예술 행사(비정기)
",,,,,,,,,,,,,,,,,
인천광역시 남동구 만의골로 71 인천공예미술박물관,,2,A02,A0206,A02060100,3002799,14,2.02308E+13,126.7670797,37.45051673,6,2.02409E+13,4,한국전통음식박물관,21533,28,200,VE,VE07,VE070100,http://tong.visitkorea.or.kr/cms/resource/05/3001305_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3001305_image3_1.jpg,Type3,,3002799,14,한국전통음식박물관,2.02308E+13,2.02409E+13,https://blog.naver.com/kfoodmuseum,2,4,28,200,VE,VE07,VE070100,A02,A0206,A02060100,인천광역시 남동구 만의골로 71 인천공예미술박물관,,21533,126.7670797,37.45051673,6,"상아산, 소래산, 관모산이 둘러싸인 곳에 한국전통음식박물관이 있다. 박물관은 전통공예문화를 직접 느끼고 체험하는 애보박물관과 함께 위치하고있다. 애보박물관 설립자가 전통 음식까지 많은 이들에게 소개하고자 한국전통음식박물관을 개관했다. 박물관에서는 음식 관련 다양한 체험을 즐길 수 있다. 장 담그기나 김치 담그기 같은 대표적인 전통 음식 만들기 체험부터 강정, 떡볶이, 오이소박이, 만두, 제철 과일청 등 간단 음식 또는 각종 떡 만들기 체험 프로그램도 참여 가능하다. 또한 한식에 국한하지 않고 오코노미야키, 토르티야 피자, 월남쌈 등 세계 각국의 음식도 체험 프로그램에 포함시켰다. 음식 만들기를 통해 우리 전통문화뿐 아니라 세계 여러 문화를 경험하는 시간을 가질 수 있다.",http://tong.visitkorea.or.kr/cms/resource/05/3001305_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3001305_image3_1.jpg,Type3,,,3002799,14,성인 2500원 / 청소년 2000원 / 어린이 1500원체험 프로그램 이용시 관람료 포함,032-466-3182,09:30~18:00(입장마감:17:30),"매주 일요일, 1월 1일, 설·추석 연휴, 12월 25일 휴무",무료,가능,,,,,,,,"[음식 만들기 체험]<br>
※ 20이상 단체만 가능",,,,,,,,,,,,,,,,,
경상북도 의성군 단북면 중련길 22-8,,35,A02,A0206,A02060100,2551188,14,2.01806E+13,128.4067425,36.3903296,6,2.02411E+13,19,한국전통창조박물관,37371,47,730,VE,VE07,VE070100,http://tong.visitkorea.or.kr/cms/resource/48/3406148_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3406148_image3_1.jpg,Type3,,2551188,14,한국전통창조박물관,2.01806E+13,2.02411E+13,,35,19,47,730,VE,VE07,VE070100,A02,A0206,A02060100,경상북도 의성군 단북면 중련길 22-8,,37371,128.4067425,36.3903296,6,"의성군 단북면에 위치한 한국전통창조박물관은 폐교된 초등학교를 개조하여 2017년 전통문화 창달과 문화의 증대를 위해 설립된 곳이다. 2003년부터 운영하던 금오 민속 박물관을 확장, 이전한 것으로 다년간 축적된 경험을 바탕으로 전통사회부터 근현대에 이르는 생활사 자료들을 분석하여 전시하고 있다. 한국전통창조박물관은 조선 후기와 근현대 자료 2만 점을 소장하고 있으며 전시실은 2개 층으로 이루어져 있다. 1층에는 수많은 곤충을 직접 볼 수 있는 생태과학실이 있고 맷돌, 베틀, 난로, 가구 등 옛 농기구와 생활용품들을 전시했다. 2층 전시장에는 시기별 기획 전시를 진행한다. 이 밖에도 야외전시장이 있는데 이곳에서는 우리나라 난방 발달사와 온돌의 원리에 대해 배울 수 있다. 체험 프로그램으로는 한지공예, 전통 천연 염색, 한지공예, 짚공예 등이 있으며 모든 체험은 전문 강사진 지도하에 진행된다.",http://tong.visitkorea.or.kr/cms/resource/48/3406148_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3406148_image3_1.jpg,Type3,,,2551188,14,"일반 4,000원 / 청소년 3,000원 / 어린이 2,000원",054-861-9190,하절기 10:00~18:00 동절기 10:00~17:00,"월요일 / 화요일 / 설, 추석 당일",,가능요금 (무료),불가,없음,,,,,,한지공예 / 절편만들기 / 전통천연염색 등 ,전화예약 가능,"교육실, 강당 대관",,"옛 생활용품
","전통문화 증대와 창조씨앗 메카
",일본어 안내 및  해설(정기휴관일 가능),,,,,,,,,,,
경기도 안성시 일죽면 주래본죽로 158-60,,31,A02,A0206,A02060100,2691469,14,2.02012E+13,127.4903158,37.09108242,6,2.02507E+13,16,한국조리박물관,17528,41,550,VE,VE07,VE070100,,,,,2691469,14,한국조리박물관,2.02012E+13,2.02507E+13,http://moca-museum.co.kr,31,16,41,550,VE,VE07,VE070100,A02,A0206,A02060100,경기도 안성시 일죽면 주래본죽로 158-60,,17528,127.4903158,37.09108242,6,"한국조리박물관(MOCA)은 과거와 현재, 미래가 공존하며 조리 산업 종사자와 일반 방문객 모두의 눈높이에 맞도록 구성된 복합 문화 공간이다. 1895년부터 2000년까지 국내 서양요리역사의 발전사를 시기별, 주제별, 인물별로 체계적으로 살펴볼 수 있도록 전시를 구성하였으며, 한국 조리 발전에 기여한 요리인들의 삶의 흔적을 엿볼 수 있는 전시공간도 마련하였다. 전국 조리인들의 지지와 도움을 받아 전시자료를 수집하고 전문 조리 시설을 겸비한 교육 공간으로 자리 잡을 전망이다. 요리에 관심이 많은 어린이부터 예비 조리인들까지 누구나 참여할 수 있는 다양한 체험 프로그램과 교육의 시간이 준비될 공간으로 자연 속에서 힐링할 수 있는 조리테마파크 박물관이다.",,,,,,2691469,14,"[개인]- 성인, 청소년 8,000원- 어린이 5,000원[단체 (20인 이상)]- 성인, 청소년, 어린이 5,000원 [경기도 지역주민]- 성인, 청소년 6,000원- 어린이 3,000원※ 무료- 7세 이하 / 장애인 / 기초생활수급자 / 국가유공자 등",031-673-9966,[박물관 관람] - 동절기(11월~3월) 10:00~16:00 - 하절기(4월~10월) 10:00~17:00 - 휴게시간 12:00~13:00 [기념품샵] - 토요일 11:00~17:00 - 휴게시간 12:00~13:00,"매주 일요일, 월요일 (단, 월요일이 공휴일인 경우 다음날 휴관) / 1월 1일 / 설·추석 연휴",무료,가능 (소형 100대 / 대형 20대),,없음,,,,,,교육 특강 프로그램 / 마스터 셰프과정 ,,,,,,,,,,,,,,,,,
서울특별시 강남구 영동대로 513,,1,A02,A0206,A02060400,229901,14,2.00204E+13,127.0591541,37.51174539,6,2.02503E+13,1,한국종합무역센터(코엑스),6164,11,680,VE,VE07,VE070400,http://tong.visitkorea.or.kr/cms/resource/61/2005261_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2005261_image3_1.jpg,Type3,,229901,14,한국종합무역센터(코엑스),2.00204E+13,2.02503E+13,http://www.coex.co.kr,1,1,11,680,VE,VE07,VE070400,A02,A0206,A02060400,서울특별시 강남구 영동대로 513,,6164,127.0591541,37.51174539,6,"1979년 3월 개관이래 글로벌 전시회와 국제회의 개최를 통한 국제교류의 장을 마련하고 글로벌 비즈니스 인프라를 두루 갖춘 최고의 전시 문화, 관광의 명소로서 아시아 마이스 비즈니스의 중심으로 자리매김하였다. 코엑스는 지상 1층부터 4층까지 총 4개의 전시장과 50개의 회의실, 그리고 최고의 편의시설과 공연장, 오피스 공간을 갖추고 있다. 뿐만 아니라 2009년 ‘코엑스 아티움’ 개관, 2014년 ‘뉴코엑스몰’ 오픈, 강남 MICE 관광특구 지정, 2020년 친환경 디지털 미디어 ‘XPACE’ 론칭, 2021년 ‘AV-DROP’ 및 ‘Coex-Live’ 도입 등을 통한 친환경 MICE 테크 시스템을 갖춘 글로벌 문화·비즈니스 플랫폼으로 진화, 발전하고 있다.",http://tong.visitkorea.or.kr/cms/resource/61/2005261_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2005261_image3_1.jpg,Type3,,,229901,14,시설 별로 상이함,02-6000-0114,10:00~18:00 ※ 시설 및 행사 별로 상이함,연중무휴,"[승용차] - 15분마다 1,500원 - 일일 주차 60,000원 [화물차(2.5t 이상) 승용차] - 15분마다 3,000원 - 일일 주차 120,000원 [Grace Time] - 입차 후 20분 이내 출차 차량 주차료 면제 (무인 요금 정산기 사전 정산 후 출차) - 입차 후 20분 초과 출차 차량 정상요금 (20분 포함) [장애인 / 국가유공자] - 주차요금 50% 할인",가능※ 대형버스 이용불가,가능,없음,,,,,,,,홈페이지 확인,,,,,,,,,,,,,,,
충청북도 제천시 봉양읍 국사봉로 741,,33,A02,A0206,A02060100,3410452,14,2.02411E+13,128.1149819,37.08944132,6,2.02506E+13,7,한국차문화박물관,27118,43,150,VE,VE07,VE070100,http://tong.visitkorea.or.kr/cms/resource/29/3410229_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/3410229_image3_1.jpg,Type3,,3410452,14,한국차문화박물관,2.02411E+13,2.02506E+13,,33,7,43,150,VE,VE07,VE070100,A02,A0206,A02060100,충청북도 제천시 봉양읍 국사봉로 741,,27118,128.1149819,37.08944132,6,"한국차문화박물관은 폐교를 개조하여 만든 보이차 전문 박물관이다. 박물관 전시실에는 한, 중, 일 3,000여 점 차도구와 보이차에 관련된 역사, 다양한 형태의 보이차가 전시되어 있다. 또한 보이차와 보이차를 우리는 방법 등에 대한 설명을 들으며 보이차를 시음해 볼 수 있으며, 우주의 소리 싱잉볼 명상 체험도 즐길 수 있다.",http://tong.visitkorea.or.kr/cms/resource/29/3410229_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/3410229_image3_1.jpg,Type3,,,3410452,14,"[관람료]- 성인 16,000원- 학생 8,000원- 장애인 8,000원- 국가유공자 8,000원[체험료]티힐링 명상 싱잉볼 12,000원",043-651-8800,10:00~17:00,매주 월요일~화요일 / 설날 및 추석 당일,,가능 (소형 30대 / 대형5대),,,1시간 30분,40명,,,,박물관 스토리 텔링 / 보이차 10회 이상 무료 시음 / 싱잉볼 명상 힐링 / 상잉볼 체험,,,,,,영어 / 중국어,,,,,,,,,,,
전라남도 나주시 다시면 백호로 379,,38,A02,A0206,A02060100,130910,14,2.00706E+13,126.6625562,34.99401285,6,2.02503E+13,6,한국천연염색박물관,58280,46,170,VE,VE07,VE070100,,,,,130910,14,한국천연염색박물관,2.00706E+13,2.02503E+13,,38,6,46,170,VE,VE07,VE070100,A02,A0206,A02060100,전라남도 나주시 다시면 백호로 379,,58280,126.6625562,34.99401285,6,고대문화 중심지인 나주는 영산강유역을 배경으로 일찍이 염색 문화와 실크 생산의 큰 역할을 하여 왔다. 영산강과 바닷물이 합류했던 지리적 환경은 쪽 재배와 뽕나무를 재배하기에 적합하여 이곳은 천연 염색의 최적지이자 전국에서 유일하게 국가 무형문화재 염색장 기능 보유자도 활동하고 있는 곳이다. 이러한 지리적 특성과 지역의 문화를 발굴 계승하기 위해서 마련된 곳이 나주 천연 염색 문화관이다. 문화관은 천연 염색 전통 계승 발전과 천연 염색산업 진흥 계기를 마련하고 천연 염색 상품을 개발하여 관광자원화를 통한 지역 경제 활성화에 기여하기 위해 정부로부터 특별교부세를 지원받아 건립하였다. 나주시 천연 염색문화관은 한국 천연 염색 문화를 대표하고 향후 천연 염색 시장의 활성화에 기여할 수 있는 천연 염색의 요람이 될 것이다.,,,,,,130910,14,무료,한국천연염색박물관 061-335-0160,09:00~18:00,1월 1일 / 명절 연휴 / 뮤지엄샵 월요일 휴관,,가능,없음,없음,,,,,,천연염색 체험,"체험예약 문의  : <a href=""http://www.naturaldyeing.or.kr/"" target=""_blank"" title=""새창 : 홈페이지로 이동"">http://www.naturaldyeing.or.kr/</a>",,,,"전시, 체험프로그램, 교육, 판매",,,,,,,,,,,,
